YT_ID,Start_time,End_time,Label,Genre
UC_XpUcIQ_8, 60.000, 70.000,/m/06by7,Rock music
ULXbXpLcoVA, 30.000, 40.000,/m/07gxw,Techno
UO9HtZMrbBE, 30.000, 40.000,/m/07gxw,Techno
UfEGX0rNOvA, 70.000, 80.000,/m/06j6l,Rhythm and blues
Uxf-5NHIm-8, 260.000, 270.000,/m/06cqb,Reggae
VKFgLNBpQK0, 30.000, 40.000,/m/064t9,Pop music
Vd8bmZtWPkQ, 30.000, 40.000,/m/07gxw,Techno
Ve6Zy1BXBbY, 30.000, 40.000,/m/0y4f8,Vocal music
VsMy72BoIbU, 40.000, 50.000,/m/0y4f8,Vocal music
W00eTCOgUNs, 60.000, 70.000,/m/0y4f8,Vocal music
W7i4LkdSfjw, 520.000, 530.000,/m/06by7,Rock music
WE0JqjuhaQI, 30.000, 40.000,/m/07gxw,Techno
WEXJSNm_T0o, 180.000, 190.000,/m/0y4f8,Vocal music
WRZGYDh7qRo, 60.000, 70.000,/m/06by7,Rock music
WTGB7SQD5ck, 70.000, 80.000,/m/07gxw,Techno
WVVSwGwNAyo, 30.000, 40.000,/m/06j6l,Rhythm and blues
WVlr_ldc0sc, 90.000, 100.000,/m/06cqb,Reggae
Wp5AiCmbQjA, 70.000, 80.000,/m/0y4f8,Vocal music
X28GWrn9LlI, 110.000, 120.000,/m/0y4f8,Vocal music
XHczpbtBhk4, 0.000, 10.000,/m/06by7,Rock music
XLRrNasM1Co, 150.000, 160.000,/m/07gxw,Techno
XWhmLbnrtd0, 160.000, 170.000,/m/0y4f8,Vocal music
XaqVAF-ADWU, 10.000, 20.000,/m/0y4f8,Vocal music
XgDNAO2IDjE, 570.000, 580.000,/m/07gxw,Techno
XgXOW3lX25Y, 110.000, 120.000,/m/06by7,Rock music
XjGm3Bn4j5k, 80.000, 90.000,/m/06by7,Rock music
Y0_Ixl1d7oQ, 30.000, 40.000,/m/0glt670,Hip hop music
YDBxdZchOuM, 230.000, 240.000,/m/06by7,Rock music
YJKZVSvz1Bk, 100.000, 110.000,/m/0glt670,Hip hop music
YLMV2r2ZQeM, 30.000, 40.000,/m/0y4f8,Vocal music
YLSlyK8-Bvo, 30.000, 40.000,/m/07gxw,Techno
YMKciM-oVeo, 330.000, 340.000,/m/06cqb,Reggae
YZvv4hOlNqw, 210.000, 220.000,/m/0glt670,Hip hop music
YaHq56Tm6n4, 30.000, 40.000,/m/07gxw,Techno
Ycid0vBwqUg, 160.000, 170.000,/m/06j6l,Rhythm and blues
YqAsph_ouRM, 100.000, 110.000,/m/064t9,Pop music
Yr9C_BSH0AE, 30.000, 40.000,/m/064t9,Pop music
Yt1czlnCUCg, 30.000, 40.000,/m/06j6l,Rhythm and blues
ZB3Lbdefb4I, 30.000, 40.000,/m/0glt670,Hip hop music
ZFg6KpT5ehU, 90.000, 100.000,/m/0y4f8,Vocal music
ZPK1hSPI540, 220.000, 230.000,/m/06cqb,Reggae
ZQwpXl8qnnk, 30.000, 40.000,/m/06j6l,Rhythm and blues
ZkmtfBzpQlI, 20.000, 30.000,/m/06cqb,Reggae
Zq92ED3IvLQ, 120.000, 130.000,/m/06cqb,Reggae
ZzyWbehtt0M, 30.000, 40.000,/m/06j6l,Rhythm and blues
_Med6MntQfg, 30.000, 40.000,/m/07gxw,Techno
_Ra1Y6K7nSs, 0.000, 10.000,/m/06cqb,Reggae
__W-kQho87U, 530.000, 540.000,/m/0y4f8,Vocal music
_h3bhobQdr8, 20.000, 30.000,/m/06by7,Rock music
aVNcweinmEM, 60.000, 70.000,/m/064t9,Pop music
ab8V7MYQVyg, 190.000, 200.000,/m/06by7,Rock music
ac_8oRMgDz0, 110.000, 120.000,/m/0y4f8,Vocal music
aek3GoFr5MI, 50.000, 60.000,/m/064t9,Pop music
apA0IY_5-2g, 40.000, 50.000,/m/0glt670,Hip hop music
b-Cr0EWwaTk, 140.000, 150.000,/m/0glt670,Hip hop music
b6hr31Qaemg, 130.000, 140.000,/m/0y4f8,Vocal music
bKm2_67xtVs, 80.000, 90.000,/m/06by7,Rock music
bSX5-VPL8rE, 80.000, 90.000,/m/06cqb,Reggae
biaRMXlkcW8, 230.000, 240.000,/m/0y4f8,Vocal music
bj9RjCktomw, 90.000, 100.000,/m/07gxw,Techno
bkQrvXXIRng, 40.000, 50.000,/m/06by7,Rock music
c-85TtcfVSI, 30.000, 40.000,/m/064t9,Pop music
cJD5JFWnxNo, 30.000, 40.000,/m/0y4f8,Vocal music
cOsm3r-xKEE, 490.000, 500.000,/m/06cqb,Reggae
cTFh8LCBZeQ, 130.000, 140.000,/m/06cqb,Reggae
cWo5IPVy878, 110.000, 120.000,/m/06by7,Rock music
cabjr3xtcR4, 270.000, 280.000,/m/064t9,Pop music
chfTjqlrFQQ, 30.000, 40.000,/m/06cqb,Reggae
cmJj7SxQEp8, 0.000, 10.000,/m/06cqb,Reggae
cmcuFD79d6k, 270.000, 280.000,/m/064t9,Pop music
dCkULxhldtU, 300.000, 310.000,/m/0y4f8,Vocal music
dDKUjMHerLs, 50.000, 60.000,/m/07gxw,Techno
dHDosntsNho, 560.000, 570.000,/m/064t9,Pop music
ddVHGUcBJ34, 30.000, 40.000,/m/07gxw,Techno
dw4YwJppiec, 30.000, 40.000,/m/06by7,Rock music
e-UlsyN0gIk, 150.000, 160.000,/m/07gxw,Techno
e4EwrAN6lvU, 340.000, 350.000,/m/06by7,Rock music
eFdrdiVtOhg, 20.000, 30.000,/m/0y4f8,Vocal music
eX1Hynef5Rc, 0.000, 10.000,/m/0glt670,Hip hop music
fD1xB9lDbPQ, 30.000, 40.000,/m/0y4f8,Vocal music
g0AXzsecS5M, 40.000, 50.000,/m/0glt670,Hip hop music
gCSShNsw-_A, 20.000, 30.000,/m/06by7,Rock music
gVMoI2ukbtc, 30.000, 40.000,/m/06j6l,Rhythm and blues
grisjVTZeTk, 390.000, 400.000,/m/07gxw,Techno
gz-4W-uEzhc, 30.000, 40.000,/m/06cqb,Reggae
h9zF09TMgLU, 100.000, 110.000,/m/06cqb,Reggae
hM88FG1_D5Q, 190.000, 200.000,/m/0y4f8,Vocal music
hRQJgZVxRX0, 30.000, 40.000,/m/06by7,Rock music
he10R5H9DXg, 180.000, 190.000,/m/06cqb,Reggae
hhXvWX--_3k, 140.000, 150.000,/m/06cqb,Reggae
hjrl1KHEuqE, 150.000, 160.000,/m/064t9,Pop music
hk-1KRWTM-4, 100.000, 110.000,/m/0y4f8,Vocal music
hvmCuosF0Xo, 10.000, 20.000,/m/06by7,Rock music
iSETDHfErjU, 80.000, 90.000,/m/07gxw,Techno
iX_a2Ct0ya8, 200.000, 210.000,/m/0y4f8,Vocal music
iYIOYQcs-cI, 30.000, 40.000,/m/06j6l,Rhythm and blues
imIFtW4O5S0, 30.000, 40.000,/m/06j6l,Rhythm and blues
ipBEhkMzNzM, 30.000, 40.000,/m/06cqb,Reggae
j4A1ObGurUk, 70.000, 80.000,/m/0y4f8,Vocal music
j8FYy5YfK7k, 290.000, 300.000,/m/06cqb,Reggae
jQYSfy4DzIc, 100.000, 110.000,/m/06cqb,Reggae
jcZQhxb5lyw, 190.000, 200.000,/m/0y4f8,Vocal music
jinEflYgTy8, 120.000, 130.000,/m/064t9,Pop music
kOBh4NZ4wZQ, 70.000, 80.000,/m/06cqb,Reggae
kTBlMy4dtC0, 30.000, 40.000,/m/06cqb,Reggae
kX5bTiq5eBo, 30.000, 40.000,/m/0glt670,Hip hop music
kZECRl2sG7U, 120.000, 130.000,/m/06cqb,Reggae
kZPz8ExTzBk, 280.000, 290.000,/m/0y4f8,Vocal music
kkOGbgGJLF4, 170.000, 180.000,/m/06by7,Rock music
lAMiOhScSPg, 60.000, 70.000,/m/06j6l,Rhythm and blues
lwQVcLxFBIQ, 20.000, 30.000,/m/06cqb,Reggae
m0W_WgQl_8c, 30.000, 40.000,/m/064t9,Pop music
m8poFnEbvW8, 180.000, 190.000,/m/06by7,Rock music
mAmaUI7_uZ0, 30.000, 40.000,/m/0glt670,Hip hop music
mB2FAS0DNkk, 60.000, 70.000,/m/064t9,Pop music
mDx0YO-kz3g, 30.000, 40.000,/m/07gxw,Techno
mY8nrRXgGXw, 30.000, 40.000,/m/064t9,Pop music
maZhWZx6RS0, 500.000, 510.000,/m/0y4f8,Vocal music
maeSHVZX8xc, 60.000, 70.000,/m/0y4f8,Vocal music
mdl1FaVWz5c, 160.000, 170.000,/m/06by7,Rock music
mjeUSD_pC9I, 50.000, 60.000,/m/064t9,Pop music
mwwnfWgV_5U, 160.000, 170.000,/m/06by7,Rock music
myzjkrssNL8, 30.000, 40.000,/m/0glt670,Hip hop music
n3QsFeGadEE, 30.000, 40.000,/m/07gxw,Techno
nJaezskegdc, 20.000, 30.000,/m/0y4f8,Vocal music
nSLxQLYYoNE, 40.000, 50.000,/m/0glt670,Hip hop music
nYO8n62Piys, 70.000, 80.000,/m/0y4f8,Vocal music
nbb8vmfjHJs, 220.000, 230.000,/m/06by7,Rock music
nrSSxlu4ns8, 30.000, 40.000,/m/0y4f8,Vocal music
nv1hWkBbG0g, 90.000, 100.000,/m/0glt670,Hip hop music
nvoGwmKh6NI, 30.000, 40.000,/m/07gxw,Techno
nxY70AIQ760, 20.000, 30.000,/m/0y4f8,Vocal music
oKab6-syQD4, 240.000, 250.000,/m/06by7,Rock music
oPiyXhxRGe4, 50.000, 60.000,/m/06by7,Rock music
ogOTksL2Vas, 420.000, 430.000,/m/0y4f8,Vocal music
oh0EWEvJI90, 30.000, 40.000,/m/06cqb,Reggae
on18CWdmxn8, 30.000, 40.000,/m/0glt670,Hip hop music
opu2tXoVNKU, 130.000, 140.000,/m/06cqb,Reggae
ot6SpwD1hzk, 170.000, 180.000,/m/06by7,Rock music
ou3LJpAM4mk, 80.000, 90.000,/m/0glt670,Hip hop music
p3awpLME1Ms, 160.000, 170.000,/m/06by7,Rock music
p7VmMa6cpSo, 100.000, 110.000,/m/064t9,Pop music
pELIBvAnbkY, 170.000, 180.000,/m/064t9,Pop music
pHC25Ia8Dxo, 80.000, 90.000,/m/06by7,Rock music
pPY9Hbfa7nU, 90.000, 100.000,/m/064t9,Pop music
pWHkmo9Kn8g, 120.000, 130.000,/m/06by7,Rock music
paeNnR33i5Q, 300.000, 310.000,/m/06by7,Rock music
pbVYSktQ5jE, 30.000, 40.000,/m/064t9,Pop music
ppAT0f2YCyM, 240.000, 250.000,/m/0y4f8,Vocal music
pw9FSnmLf6A, 40.000, 50.000,/m/0y4f8,Vocal music
px2Ssct-U1o, 10.000, 20.000,/m/0glt670,Hip hop music
qI-Ji4gtBPM, 190.000, 200.000,/m/06by7,Rock music
qfwTbBprDVU, 60.000, 70.000,/m/06j6l,Rhythm and blues
qlklggFvAZs, 30.000, 40.000,/m/06cqb,Reggae
qpwjSTEaswI, 90.000, 100.000,/m/064t9,Pop music
qrzNABqN420, 30.000, 40.000,/m/06by7,Rock music
qwz7oLASJqg, 10.000, 20.000,/m/0y4f8,Vocal music
qxWVr67g6yY, 200.000, 210.000,/m/064t9,Pop music
r5xTmK2Fq1w, 200.000, 210.000,/m/06cqb,Reggae
rG_6MS6_K6g, 30.000, 40.000,/m/06j6l,Rhythm and blues
rgVDREUH86g, 140.000, 150.000,/m/064t9,Pop music
s1c8RF7lKv0, 50.000, 60.000,/m/064t9,Pop music
s1eMgmzCMDM, 110.000, 120.000,/m/06by7,Rock music
s5kz8qg4B2Y, 210.000, 220.000,/m/06by7,Rock music
sIItIq_W3eE, 320.000, 330.000,/m/06cqb,Reggae
sYJiHxmQWjo, 0.000, 10.000,/m/0glt670,Hip hop music
t5fW1-6iXZY, 70.000, 80.000,/m/064t9,Pop music
t9aSL2MwEDM, 30.000, 40.000,/m/064t9,Pop music
tBTUv8VMIRA, 30.000, 40.000,/m/07gxw,Techno
tLN31LP_-e8, 230.000, 240.000,/m/06cqb,Reggae
tc7crRl2JqA, 90.000, 100.000,/m/06cqb,Reggae
tv9kj5K1AE0, 70.000, 80.000,/m/06j6l,Rhythm and blues
tw8-TlQBcBA, 270.000, 280.000,/m/06by7,Rock music
uE3BHXXiCFs, 40.000, 50.000,/m/06cqb,Reggae
uIqLz6LqMsU, 140.000, 150.000,/m/06j6l,Rhythm and blues
v1EDTMRmJlY, 160.000, 170.000,/m/06cqb,Reggae
v3wR3aIQ23w, 20.000, 30.000,/m/07gxw,Techno
v7b_wovDKt0, 170.000, 180.000,/m/07gxw,Techno
vNPL092rPgQ, 50.000, 60.000,/m/0y4f8,Vocal music
vNZ3JS1LjDc, 150.000, 160.000,/m/06cqb,Reggae
vWM2qG-nU-Y, 30.000, 40.000,/m/0y4f8,Vocal music
vhTWW5Bx15Q, 140.000, 150.000,/m/0y4f8,Vocal music
vjW8wmF5VWc, 30.000, 40.000,/m/06j6l,Rhythm and blues
vqRFzhWik2c, 240.000, 250.000,/m/06j6l,Rhythm and blues
vy2gUzgmBzQ, 180.000, 190.000,/m/06by7,Rock music
w0lIQQKysY4, 360.000, 370.000,/m/06by7,Rock music
wDpz90boBzU, 80.000, 90.000,/m/0y4f8,Vocal music
wMHBhCVv--g, 190.000, 200.000,/m/064t9,Pop music
wVW17eCfbhw, 10.000, 20.000,/m/07gxw,Techno
wj4ukZFNEgs, 130.000, 140.000,/m/06cqb,Reggae
wlZIt3p3-10, 20.000, 30.000,/m/06j6l,Rhythm and blues
x6U1gX5a_4M, 30.000, 40.000,/m/0glt670,Hip hop music
x7tOPTm31tQ, 170.000, 180.000,/m/06by7,Rock music
x85BtdoxRek, 180.000, 190.000,/m/0glt670,Hip hop music
xUMzNtC2ITA, 90.000, 100.000,/m/06by7,Rock music
xXVis-FfnNM, 40.000, 50.000,/m/07gxw,Techno
xfRvVg0It1c, 30.000, 40.000,/m/07gxw,Techno
xk4U8BembHM, 470.000, 480.000,/m/06by7,Rock music
yCVsv3Id-68, 80.000, 90.000,/m/07gxw,Techno
yGMif1GAu2M, 70.000, 80.000,/m/0y4f8,Vocal music
yIFP8fkq8GU, 90.000, 100.000,/m/064t9,Pop music
yKIE8sIQpJU, 30.000, 40.000,/m/064t9,Pop music
yQN9gj7Vk0w, 70.000, 80.000,/m/06by7,Rock music
yZRTQX8pcMY, 490.000, 500.000,/m/0y4f8,Vocal music
y_TnstfXeBQ, 30.000, 40.000,/m/06by7,Rock music
ykkVTInYctY, 120.000, 130.000,/m/064t9,Pop music
yqb4GenP8gs, 160.000, 170.000,/m/06j6l,Rhythm and blues
zVuH6RSpvyY, 80.000, 90.000,/m/06cqb,Reggae
zcc7dJIY7uc, 0.000, 10.000,/m/06cqb,Reggae
zqga01RTsB4, 20.000, 30.000,/m/07gxw,Techno
